org_id,organization_name,industry,company_size,employees,system_id,system_name,system_type,age_years,operating_system,authentication_method,primary_protocol,has_api,supports_mfa,encryption_standard,session_based_auth,continuous_auth_capable,zta_compatibility_score,integration_difficulty,system_criticality,replacement_cost_usd,active_users,avg_auth_frequency_hours,lateral_movement_risk,vendor_support_available,compliance_requirements,network_segmentation,logging_capability,patch_frequency_months,integration_approach_recommended,days_since_last_incident,auth_failures_per_day,avg_session_duration_minutes,privileged_accounts_count
ORG281,Omega Education Corp,Education,Medium,1496,SYS281,LegacyClient-Server90,Client-Server,17,Red Hat Linux 5,LDAP,ODBC,No,No,TLS 1.0,Yes,No,4.93,High,Low,1767203,196,22.27,High,No,None,Basic,Basic,30,Identity Proxy,121,23,69,5
ORG282,National Manufacturing Group,Manufacturing,Large,9168,SYS282,LegacyLegacyDatabase53,Legacy Database,13,Windows Server 2008,LDAP,RDP,No,No,AES-256,Yes,No,7.75,Low,Critical,12116664,1360,15.1,Low,Yes,GDPR,Advanced,Comprehensive,2,Identity Proxy,429,6,476,114
ORG283,Gamma Transportation Solutions,Transportation,Medium,1824,SYS283,LegacyDesktopApplication37,Desktop Application,17,Oracle Linux 6,LDAP,LDAP,No,No,SSL 2.0,Yes,No,3.6,High,Medium,2080079,233,11.63,High,No,ISO 27001,None,Basic,26,Network Overlay,175,34,115,16
ORG284,Beta Manufacturing Corp,Manufacturing,Enterprise,20059,SYS284,LegacyMonolithicWebApp52,Monolithic Web App,8,Windows Server 2008,Active Directory,SMB,Yes,No,AES-128,Yes,No,10.0,Low,Critical,15236969,4896,8.56,Low,Yes,ISO 27001,Basic,Moderate,3,API Gateway,824,39,113,306
ORG285,Alpha Insurance Inc,Insurance,Large,9765,SYS285,LegacyERPSystem87,ERP System,10,Red Hat Linux 5,Active Directory,JDBC,No,No,AES-256,Yes,No,8.33,Low,Medium,1696931,1093,23.51,Low,Yes,GDPR,Advanced,Comprehensive,16,Identity Proxy,1070,12,404,63
ORG286,Beta Telecom Solutions,Telecom,Small,62,SYS286,LegacyFileServer51,File Server,14,Red Hat Linux 5,Certificate-based,SMB,No,No,TLS 1.1,Yes,No,4.99,High,Medium,1804629,84,16.42,High,Yes,ISO 27001,Basic,Moderate,6,Identity Proxy,72,39,464,4
ORG287,Omega Retail Inc,Retail,Large,6942,SYS287,LegacyMainframe94,Mainframe,26,Solaris 10,Password-only,RDP,No,No,DES,Yes,No,1.11,Very High,Critical,13386800,1219,12.93,Critical,No,GDPR,None,None,27,Replacement Required,257,429,242,102
ORG288,National Energy Systems,Energy,Large,5394,SYS288,LegacyMonolithicWebApp91,Monolithic Web App,14,Windows Server 2008,Kerberos,SSH,No,No,AES-128,Yes,No,7.28,Low,Low,1537927,635,22.93,Low,Yes,GDPR,Basic,Moderate,6,Identity Proxy,784,45,169,33
ORG289,Omega Transportation Systems,Transportation,Large,3122,SYS289,LegacyLegacyDatabase23,Legacy Database,7,Windows Server 2012,LDAP,JDBC,Yes,Yes,AES-128,Yes,No,10.0,Low,High,4045794,1449,11.59,Low,Yes,None,Advanced,Comprehensive,15,API Gateway,1020,45,271,43
ORG290,Gamma Insurance Solutions,Insurance,Enterprise,26040,SYS290,LegacyMainframe8,Mainframe,18,Red Hat Linux 5,LDAP,FTP,No,No,SSL 2.0,Yes,No,4.49,High,Medium,2593047,3786,21.89,High,No,GDPR,Basic,Basic,29,Identity Proxy,292,41,38,331
ORG291,Prime Manufacturing Group,Manufacturing,Medium,1920,SYS291,LegacyMonolithicWebApp88,Monolithic Web App,10,Red Hat Linux 5,Active Directory,LDAP,No,No,AES-128,Yes,No,8.51,Low,Low,1143319,124,12.64,Low,Yes,GDPR,Advanced,Moderate,11,Identity Proxy,461,43,415,4
ORG292,National Government Solutions,Government,Medium,1930,SYS292,LegacyDesktopApplication89,Desktop Application,11,Oracle Linux 6,Kerberos,HTTP,No,No,TLS 1.1,Yes,No,6.37,Medium,High,4133813,310,13.45,Medium,Yes,FISMA,Basic,Moderate,12,Identity Proxy,523,37,143,26
ORG293,Beta Telecom Inc,Telecom,Enterprise,46118,SYS293,LegacyClient-Server17,Client-Server,16,Oracle Linux 6,NTLM,FTP,No,No,3DES,Yes,No,5.51,Medium,High,3906833,4830,13.8,Medium,No,GDPR,Basic,Moderate,26,Identity Proxy,1091,24,44,384
ORG294,Alpha Manufacturing Corp,Manufacturing,Large,4519,SYS294,LegacyMonolithicWebApp16,Monolithic Web App,8,Red Hat Linux 5,Active Directory,RDP,Yes,No,TLS 1.1,Yes,No,8.49,Low,Medium,1794122,1383,8.68,Low,Yes,None,Advanced,Moderate,21,API Gateway,486,21,52,34
ORG295,Delta Transportation Group,Transportation,Medium,910,SYS295,LegacyMonolithicWebApp22,Monolithic Web App,15,Oracle Linux 6,Active Directory,FTP,No,No,TLS 1.1,Yes,No,5.69,Medium,Low,1641183,280,10.57,Medium,Yes,GDPR,Basic,Moderate,9,Identity Proxy,957,5,300,10
ORG296,Prime Telecom Corp,Telecom,Small,421,SYS296,LegacyClient-Server60,Client-Server,13,Windows Server 2012,LDAP,ODBC,No,No,TLS 1.1,Yes,No,5.55,Medium,Low,1397408,55,23.7,Medium,Yes,ISO 27001,Basic,Moderate,22,Identity Proxy,598,31,87,4
ORG297,Beta Healthcare Systems,Healthcare,Large,6062,SYS297,LegacyDesktopApplication87,Desktop Application,14,Windows Server 2008,Active Directory,SMB,No,No,AES-128,Yes,No,6.56,Medium,Critical,16472864,1138,18.99,Medium,Yes,HIPAA,Basic,Moderate,5,Identity Proxy,782,23,467,61
ORG298,Global Education Corp,Education,Medium,1881,SYS298,LegacyERPSystem30,ERP System,15,Windows Server 2008,Certificate-based,SOAP,No,No,AES-256,Yes,No,7.32,Low,Critical,8905308,302,14.41,Low,Yes,GDPR,Advanced,Moderate,3,Identity Proxy,568,26,132,20
ORG299,Alpha Energy Corp,Energy,Large,4282,SYS299,LegacyEmbeddedSystem64,Embedded System,27,Windows XP,Local Accounts,ODBC,No,No,DES,Yes,No,1.98,Very High,Medium,3054532,1431,9.73,Critical,No,ISO 27001,None,Basic,27,Replacement Required,351,13,45,40
ORG300,National Banking Solutions,Banking,Enterprise,35077,SYS300,LegacyDesktopApplication3,Desktop Application,12,Oracle Linux 6,Active Directory,FTP,No,No,AES-256,Yes,No,8.5,Low,High,5524956,3908,11.23,Low,Yes,PCI-DSS,Basic,Comprehensive,22,Identity Proxy,632,39,205,331
ORG301,Beta Banking Solutions,Banking,Enterprise,17808,SYS301,LegacyFileServer87,File Server,12,Oracle Linux 6,Certificate-based,SOAP,No,No,AES-128,Yes,No,7.07,Low,Critical,17263081,3241,22.16,Low,Yes,PCI-DSS,Basic,Comprehensive,2,Identity Proxy,684,50,229,191
ORG302,Prime Insurance Systems,Insurance,Large,7615,SYS302,LegacyERPSystem13,ERP System,12,Red Hat Linux 5,Active Directory,RDP,No,No,AES-128,Yes,No,7.99,Low,Low,1342474,1082,13.13,Low,Yes,None,Advanced,Moderate,17,Identity Proxy,722,42,43,87
ORG303,Global Energy Solutions,Energy,Medium,1232,SYS303,LegacyFileServer66,File Server,10,Windows Server 2008,Kerberos,SSH,No,No,TLS 1.1,Yes,No,6.96,Medium,Medium,1921411,133,21.9,Medium,Yes,None,Basic,Comprehensive,11,Identity Proxy,385,39,196,3
ORG304,Prime Energy Systems,Energy,Medium,1926,SYS304,LegacyERPSystem26,ERP System,14,Windows Server 2008,LDAP,RDP,No,No,AES-256,Yes,No,7.11,Low,Medium,2112081,151,19.05,Low,Yes,None,Basic,Comprehensive,22,Identity Proxy,1048,26,115,10
ORG305,United Insurance Systems,Insurance,Large,9980,SYS305,LegacyClient-Server27,Client-Server,18,Windows Server 2008,LDAP,LDAP,No,No,3DES,Yes,No,3.59,High,Medium,2236858,1779,19.89,High,Yes,GDPR,None,Basic,24,Network Overlay,169,9,320,149
ORG306,United Education Group,Education,Large,7338,SYS306,LegacyEmbeddedSystem82,Embedded System,24,Solaris 10,None,JDBC,No,No,DES,No,No,1.4,Very High,High,6021288,1555,89.26,Critical,Yes,None,None,None,24,Replacement Required,285,159,368,150
ORG307,International Telecom Inc,Telecom,Enterprise,38425,SYS307,LegacyMainframe52,Mainframe,21,Windows XP,Local Accounts,Telnet,No,No,None,Yes,No,2.3,Very High,Medium,2614861,3783,14.56,Critical,Yes,GDPR,None,None,19,Replacement Required,166,23,360,124
ORG308,United Retail Corp,Retail,Small,148,SYS308,LegacyMainframe8,Mainframe,22,Windows XP,Local Accounts,SOAP,No,No,SSL 2.0,Yes,No,3.65,High,High,6998595,14,11.23,High,No,None,None,None,28,Network Overlay,311,16,359,1
ORG309,Prime Healthcare Group,Healthcare,Medium,1111,SYS309,LegacyClient-Server75,Client-Server,16,Red Hat Linux 5,Password-only,FTP,No,No,TLS 1.0,Yes,No,5.55,Medium,High,3189552,220,9.79,Medium,Yes,GDPR,Basic,Moderate,21,Identity Proxy,457,171,337,6
ORG310,Omega Energy Inc,Energy,Enterprise,25463,SYS310,LegacyFileServer47,File Server,8,Red Hat Linux 5,Active Directory,Telnet,No,No,AES-128,Yes,No,9.21,Low,High,4272462,2229,15.85,Low,Yes,ISO 27001,Advanced,Comprehensive,23,Identity Proxy,798,35,379,88
ORG311,Delta Insurance Group,Insurance,Large,8729,SYS311,LegacyEmbeddedSystem27,Embedded System,15,Windows Server 2008,Active Directory,SSH,No,No,AES-128,Yes,No,7.11,Low,High,5438599,1243,22.45,Low,Yes,GDPR,Advanced,Comprehensive,18,Identity Proxy,373,30,160,54
ORG312,Alpha Manufacturing Corp,Manufacturing,Enterprise,30787,SYS312,LegacyFileServer83,File Server,5,Oracle Linux 6,Active Directory,SOAP,Yes,No,AES-128,Yes,No,10.0,Low,Low,576318,2656,19.18,Low,Yes,GDPR,Advanced,Comprehensive,19,API Gateway,981,40,407,122
ORG313,International Manufacturing Group,Manufacturing,Large,8481,SYS313,LegacyMonolithicWebApp37,Monolithic Web App,5,Windows Server 2012,Kerberos,LDAP,Yes,No,TLS 1.1,Yes,No,9.83,Low,Medium,1380715,766,21.55,Low,Yes,GDPR,Basic,Comprehensive,20,API Gateway,854,13,163,25
ORG314,Omega Retail Inc,Retail,Small,238,SYS314,LegacyMonolithicWebApp12,Monolithic Web App,11,Windows Server 2012,Kerberos,HTTP,No,No,TLS 1.1,Yes,No,7.18,Low,Medium,1957066,39,22.51,Low,Yes,ISO 27001,Advanced,Comprehensive,11,Identity Proxy,415,30,346,2
ORG315,Delta Education Group,Education,Medium,1662,SYS315,LegacyClient-Server94,Client-Server,10,Windows Server 2012,Certificate-based,SOAP,No,No,TLS 1.1,Yes,No,6.12,Medium,High,5968031,500,12.26,Medium,Yes,GDPR,Basic,Comprehensive,18,Identity Proxy,498,32,468,18
ORG316,Beta Retail Corp,Retail,Medium,1337,SYS316,LegacyMonolithicWebApp72,Monolithic Web App,5,Oracle Linux 6,LDAP,SSH,Yes,Yes,AES-128,Yes,No,10.0,Low,Medium,789903,105,15.5,Low,Yes,ISO 27001,Basic,Moderate,18,API Gateway,1090,32,406,7
ORG317,United Banking Inc,Banking,Small,170,SYS317,LegacyERPSystem12,ERP System,10,Windows Server 2008,Active Directory,LDAP,No,No,AES-256,Yes,No,8.91,Low,Critical,12621913,95,13.93,Low,Yes,PCI-DSS,Advanced,Moderate,3,Identity Proxy,538,37,282,8
ORG318,Gamma Education Solutions,Education,Large,5547,SYS318,LegacyMonolithicWebApp85,Monolithic Web App,9,Windows Server 2008,LDAP,HTTP,Yes,No,AES-128,Yes,No,10.0,Low,Low,1044527,1380,12.53,Low,Yes,ISO 27001,Basic,Comprehensive,19,API Gateway,533,25,407,137
ORG319,Gamma Insurance Corp,Insurance,Small,126,SYS319,LegacyMainframe45,Mainframe,22,AS/400,Password-only,SOAP,No,No,DES,Yes,No,1.99,Very High,High,3686640,73,8.65,Critical,No,GDPR,None,Basic,31,Replacement Required,282,107,463,5
ORG320,International Healthcare Corp,Healthcare,Medium,1082,SYS320,LegacyMonolithicWebApp42,Monolithic Web App,7,Oracle Linux 6,Kerberos,ODBC,Yes,No,AES-256,Yes,No,10.0,Low,Medium,1158114,493,15.97,Low,Yes,HIPAA,Basic,Moderate,15,API Gateway,1062,48,92,25
ORG321,Global Manufacturing Corp,Manufacturing,Small,285,SYS321,LegacyERPSystem52,ERP System,12,Oracle Linux 6,Active Directory,SMB,No,No,TLS 1.1,Yes,No,6.31,Medium,Low,1335174,82,10.07,Medium,Yes,None,Basic,Comprehensive,16,Identity Proxy,421,9,310,7
ORG322,National Government Inc,Government,Medium,1317,SYS322,LegacyClient-Server63,Client-Server,10,Red Hat Linux 5,Kerberos,RDP,No,No,AES-128,Yes,No,8.24,Low,Medium,1885836,178,9.93,Low,Yes,ISO 27001,Basic,Comprehensive,10,Identity Proxy,732,47,79,15
ORG323,National Insurance Corp,Insurance,Enterprise,41224,SYS323,LegacyEmbeddedSystem38,Embedded System,28,IBM z/OS,Local Accounts,SMB,No,No,SSL 2.0,Yes,No,1.0,Very High,Medium,3097462,2165,16.21,Critical,No,GDPR,None,None,34,Replacement Required,109,36,299,152
ORG324,International Insurance Group,Insurance,Medium,1479,SYS324,LegacyEmbeddedSystem46,Embedded System,19,Windows Server 2008,Password-only,LDAP,No,No,3DES,Yes,No,3.71,High,High,3100186,382,9.22,High,Yes,GDPR,None,Basic,22,Network Overlay,241,98,267,27
ORG325,International Government Group,Government,Large,8297,SYS325,LegacyMainframe87,Mainframe,18,Oracle Linux 6,NTLM,Telnet,No,No,TLS 1.0,Yes,No,3.09,High,High,5754377,1109,13.02,High,No,ISO 27001,None,Moderate,29,Identity Proxy,138,16,70,88
ORG326,Gamma Healthcare Corp,Healthcare,Medium,537,SYS326,LegacyMainframe25,Mainframe,27,IBM z/OS,Password-only,Telnet,No,No,SSL 2.0,Yes,No,1.0,Very High,High,7343929,436,23.45,Critical,No,HIPAA,None,Basic,35,Replacement Required,232,461,184,11
ORG327,United Healthcare Systems,Healthcare,Enterprise,22336,SYS327,LegacyMainframe61,Mainframe,21,Solaris 10,None,Telnet,No,No,SSL 2.0,No,No,2.48,Very High,Medium,2864744,2781,36.4,Critical,No,HIPAA,None,Basic,30,Replacement Required,41,109,115,256
ORG328,International Banking Systems,Banking,Enterprise,48354,SYS328,LegacyLegacyDatabase30,Legacy Database,8,Oracle Linux 6,Certificate-based,HTTP,Yes,No,TLS 1.1,Yes,No,9.59,Low,High,3543513,4030,19.79,Low,Yes,PCI-DSS,Basic,Moderate,21,API Gateway,774,36,292,271
ORG329,Delta Banking Solutions,Banking,Large,5458,SYS329,LegacyDesktopApplication88,Desktop Application,18,Windows Server 2003,LDAP,RDP,No,No,TLS 1.0,Yes,No,3.23,High,High,5510274,1210,15.17,High,No,PCI-DSS,None,Basic,28,Identity Proxy,270,27,254,46
ORG330,United Education Group,Education,Enterprise,40702,SYS330,LegacyMonolithicWebApp31,Monolithic Web App,9,Windows Server 2012,Certificate-based,SMB,Yes,No,TLS 1.1,Yes,No,9.24,Low,High,5042600,2353,18.67,Low,Yes,None,Advanced,Moderate,11,API Gateway,985,36,81,196
ORG331,Alpha Retail Solutions,Retail,Large,2149,SYS331,LegacyDesktopApplication35,Desktop Application,14,Oracle Linux 6,Kerberos,Telnet,No,No,AES-256,Yes,No,6.4,Medium,Critical,13624612,733,17.88,Medium,Yes,None,Basic,Moderate,4,Identity Proxy,629,26,431,35
ORG332,United Manufacturing Solutions,Manufacturing,Enterprise,43777,SYS332,LegacyClient-Server64,Client-Server,10,Windows Server 2012,Certificate-based,FTP,No,No,TLS 1.1,Yes,No,7.23,Low,Medium,1306816,4303,8.67,Low,Yes,None,Advanced,Moderate,12,Identity Proxy,735,15,402,186
ORG333,Delta Healthcare Inc,Healthcare,Medium,1245,SYS333,LegacyDesktopApplication97,Desktop Application,12,Windows Server 2008,Kerberos,SOAP,No,No,AES-128,Yes,No,8.54,Low,Critical,20205844,342,13.46,Low,Yes,GDPR,Advanced,Moderate,3,Identity Proxy,746,50,416,18
ORG334,Alpha Telecom Systems,Telecom,Medium,968,SYS334,LegacyMonolithicWebApp98,Monolithic Web App,11,Windows Server 2012,Certificate-based,SOAP,No,No,AES-256,Yes,No,8.92,Low,High,2224834,326,10.33,Low,Yes,None,Advanced,Moderate,16,Identity Proxy,687,30,425,10
ORG335,United Banking Inc,Banking,Large,7255,SYS335,LegacyMonolithicWebApp70,Monolithic Web App,14,Windows Server 2008,LDAP,RDP,No,No,AES-128,Yes,No,8.1,Low,High,6063919,1123,19.54,Low,Yes,SOX,Basic,Moderate,14,Identity Proxy,905,44,105,85
ORG336,Prime Transportation Inc,Transportation,Large,7342,SYS336,LegacyERPSystem3,ERP System,10,Windows Server 2012,Kerberos,LDAP,No,No,TLS 1.1,Yes,No,5.74,Medium,High,5041284,1972,19.84,Medium,Yes,None,Basic,Comprehensive,12,Identity Proxy,460,37,312,88
ORG337,Alpha Banking Systems,Banking,Enterprise,45386,SYS337,LegacyEmbeddedSystem44,Embedded System,22,Windows XP,None,RDP,No,No,SSL 2.0,No,No,1.89,Very High,Critical,13457547,3063,114.29,Critical,No,PCI-DSS,None,None,36,Replacement Required,363,113,259,134
ORG338,Global Retail Corp,Retail,Enterprise,48116,SYS338,LegacyLegacyDatabase12,Legacy Database,10,Oracle Linux 6,LDAP,ODBC,No,No,AES-256,Yes,No,7.95,Low,High,5093350,3014,9.68,Low,Yes,GDPR,Advanced,Comprehensive,20,Identity Proxy,465,14,394,162
ORG339,United Banking Systems,Banking,Medium,767,SYS339,LegacyERPSystem17,ERP System,8,Windows Server 2012,Active Directory,SMB,Yes,No,AES-128,Yes,No,10.0,Low,High,3455837,235,17.35,Low,Yes,PCI-DSS,Basic,Comprehensive,21,API Gateway,791,15,103,14
ORG340,Prime Telecom Group,Telecom,Enterprise,17738,SYS340,LegacyLegacyDatabase38,Legacy Database,12,Windows Server 2012,Active Directory,Telnet,No,No,AES-256,Yes,No,7.74,Low,Low,1357117,2451,9.93,Low,Yes,GDPR,Basic,Moderate,22,Identity Proxy,521,12,220,108
ORG341,United Insurance Group,Insurance,Small,123,SYS341,LegacyMonolithicWebApp49,Monolithic Web App,14,Windows Server 2012,Active Directory,LDAP,No,No,AES-128,Yes,No,6.76,Medium,Low,1578134,10,9.96,Medium,Yes,ISO 27001,Basic,Moderate,7,Identity Proxy,792,35,323,1
ORG342,Alpha Insurance Solutions,Insurance,Enterprise,49696,SYS342,LegacyMonolithicWebApp81,Monolithic Web App,7,Windows Server 2012,Certificate-based,SOAP,No,Yes,TLS 1.1,Yes,No,10.0,Low,Medium,1329526,3586,11.73,Low,Yes,ISO 27001,Basic,Moderate,20,Identity Proxy,649,46,75,320
ORG343,International Government Group,Government,Large,3015,SYS343,LegacyClient-Server52,Client-Server,13,Windows Server 2008,Kerberos,SOAP,No,No,AES-256,Yes,No,8.46,Low,Critical,15223120,868,23.4,Low,Yes,ISO 27001,Advanced,Moderate,6,Identity Proxy,958,33,73,73
ORG344,Gamma Transportation Group,Transportation,Small,491,SYS344,LegacyMainframe53,Mainframe,25,Solaris 10,Password-only,RDP,No,No,None,Yes,No,2.39,Very High,High,4578681,21,9.83,Critical,Yes,GDPR,None,None,15,Replacement Required,103,143,160,1
ORG345,Prime Manufacturing Systems,Manufacturing,Small,216,SYS345,LegacyMonolithicWebApp71,Monolithic Web App,5,Windows Server 2008,LDAP,RDP,No,No,AES-128,Yes,No,9.85,Low,Low,581710,16,11.24,Low,Yes,GDPR,Advanced,Comprehensive,22,Identity Proxy,881,29,88,1
ORG346,Gamma Energy Group,Energy,Small,64,SYS346,LegacyFileServer70,File Server,15,Red Hat Linux 5,Active Directory,LDAP,No,No,AES-256,Yes,No,7.93,Low,Medium,1958281,81,18.42,Low,Yes,ISO 27001,Basic,Comprehensive,8,Identity Proxy,1016,37,134,6
ORG347,National Manufacturing Group,Manufacturing,Large,6404,SYS347,LegacyFileServer6,File Server,13,Windows Server 2012,Active Directory,HTTP,No,No,AES-128,Yes,No,8.59,Low,Medium,2184781,842,8.01,Low,Yes,ISO 27001,Basic,Comprehensive,18,Identity Proxy,724,45,138,56
ORG348,Prime Manufacturing Group,Manufacturing,Large,6613,SYS348,LegacyClient-Server27,Client-Server,14,Windows Server 2008,Certificate-based,FTP,No,No,TLS 1.1,Yes,No,5.78,Medium,Low,1563236,931,17.77,Medium,Yes,ISO 27001,Basic,Comprehensive,14,Identity Proxy,1089,33,169,36
ORG349,United Insurance Corp,Insurance,Enterprise,31526,SYS349,LegacyMainframe46,Mainframe,19,Windows Server 2003,Password-only,SOAP,No,No,3DES,Yes,No,4.47,High,Medium,2533232,4276,22.32,High,No,ISO 27001,Basic,Basic,36,Identity Proxy,362,383,69,269
ORG350,Delta Energy Systems,Energy,Enterprise,33460,SYS350,LegacyFileServer47,File Server,7,Windows Server 2008,Active Directory,SOAP,Yes,No,TLS 1.1,Yes,No,9.11,Low,Critical,10416653,4787,22.74,Low,Yes,ISO 27001,Advanced,Moderate,5,API Gateway,1005,24,443,370
ORG351,International Banking Inc,Banking,Medium,1942,SYS351,LegacyLegacyDatabase67,Legacy Database,5,Red Hat Linux 5,Certificate-based,FTP,Yes,No,AES-128,Yes,No,10.0,Low,Critical,17895255,389,18.75,Low,Yes,PCI-DSS,Advanced,Moderate,5,API Gateway,496,9,95,15
ORG352,Alpha Government Inc,Government,Medium,1889,SYS352,LegacyMainframe7,Mainframe,23,UNIX AIX,Local Accounts,HTTP,No,No,DES,Yes,No,2.62,Very High,Low,2363595,265,14.92,Critical,No,ISO 27001,None,None,34,Replacement Required,295,34,283,12
ORG353,Beta Government Corp,Government,Enterprise,44893,SYS353,LegacyERPSystem62,ERP System,10,Windows Server 2008,Certificate-based,SSH,No,No,AES-128,Yes,No,7.83,Low,Medium,1226604,2924,23.65,Low,Yes,ISO 27001,Advanced,Moderate,12,Identity Proxy,533,26,189,73
ORG354,Alpha Energy Corp,Energy,Enterprise,48833,SYS354,LegacyDesktopApplication49,Desktop Application,14,Red Hat Linux 5,Active Directory,SOAP,No,No,TLS 1.1,Yes,No,6.25,Medium,Low,1537448,4128,20.71,Medium,Yes,None,Basic,Comprehensive,9,Identity Proxy,1005,33,326,123
ORG355,International Education Solutions,Education,Enterprise,14262,SYS355,LegacyMonolithicWebApp13,Monolithic Web App,5,Windows Server 2012,Active Directory,LDAP,Yes,No,TLS 1.1,Yes,No,10.0,Low,Medium,1009242,3562,14.43,Low,Yes,GDPR,Basic,Moderate,6,API Gateway,829,29,267,297
ORG356,International Education Systems,Education,Large,7536,SYS356,LegacyMainframe24,Mainframe,29,UNIX AIX,Local Accounts,ODBC,No,No,None,Yes,No,1.0,Very High,Critical,19867178,638,17.49,Critical,Yes,GDPR,None,None,6,Replacement Required,290,21,211,34
ORG357,Alpha Retail Solutions,Retail,Small,72,SYS357,LegacyMainframe76,Mainframe,19,Red Hat Linux 5,Password-only,RDP,No,No,SSL 2.0,Yes,No,4.59,High,Medium,2426304,84,22.16,High,Yes,None,Basic,Moderate,15,Identity Proxy,338,225,179,4
ORG358,Prime Manufacturing Inc,Manufacturing,Small,309,SYS358,LegacyMainframe14,Mainframe,28,Windows XP,Password-only,SSH,No,No,SSL 2.0,Yes,No,1.82,Very High,Medium,3358143,34,18.69,Critical,No,GDPR,None,Basic,33,Replacement Required,319,221,345,1
ORG359,Gamma Insurance Group,Insurance,Enterprise,12766,SYS359,LegacyERPSystem57,ERP System,8,Windows Server 2008,Kerberos,SSH,Yes,No,TLS 1.1,Yes,No,8.81,Low,Medium,1347618,3539,11.29,Low,Yes,None,Advanced,Comprehensive,6,API Gateway,440,27,45,227
ORG360,Gamma Retail Systems,Retail,Large,9477,SYS360,LegacyDesktopApplication84,Desktop Application,10,Windows Server 2008,Kerberos,SSH,No,No,AES-128,Yes,No,8.01,Low,Low,1095687,1195,21.56,Low,Yes,None,Advanced,Moderate,6,Identity Proxy,545,21,81,25
ORG361,Prime Healthcare Group,Healthcare,Medium,931,SYS361,LegacyEmbeddedSystem77,Embedded System,29,AS/400,Local Accounts,SMB,No,No,SSL 2.0,Yes,No,1.0,Very High,High,7251344,419,22.11,Critical,Yes,HIPAA,None,None,10,Replacement Required,127,17,302,21
ORG362,National Energy Systems,Energy,Enterprise,26027,SYS362,LegacyMainframe97,Mainframe,21,UNIX AIX,Local Accounts,Telnet,No,No,DES,Yes,No,2.49,Very High,Medium,2593678,2517,21.62,Critical,No,None,None,None,36,Replacement Required,270,47,344,63
ORG363,Global Telecom Solutions,Telecom,Medium,1563,SYS363,LegacyERPSystem21,ERP System,7,Oracle Linux 6,LDAP,JDBC,Yes,Yes,AES-128,Yes,No,10.0,Low,Medium,1569102,398,18.4,Low,Yes,None,Advanced,Moderate,20,API Gateway,605,30,141,17
ORG364,Omega Education Corp,Education,Medium,674,SYS364,LegacyMonolithicWebApp46,Monolithic Web App,6,Oracle Linux 6,Certificate-based,JDBC,Yes,No,AES-128,Yes,No,10.0,Low,High,3492265,339,14.92,Low,Yes,ISO 27001,Basic,Comprehensive,14,API Gateway,756,6,121,18
ORG365,National Healthcare Group,Healthcare,Medium,1528,SYS365,LegacyClient-Server2,Client-Server,14,Red Hat Linux 5,Active Directory,FTP,No,No,TLS 1.1,Yes,No,5.05,Medium,High,3799881,200,18.8,Medium,Yes,HIPAA,Basic,Comprehensive,14,Identity Proxy,560,50,339,19
ORG366,Global Government Inc,Government,Medium,1210,SYS366,LegacyFileServer57,File Server,11,Windows Server 2008,Certificate-based,JDBC,No,No,TLS 1.1,Yes,No,7.06,Low,High,5133890,483,11.36,Low,Yes,FISMA,Basic,Comprehensive,16,Identity Proxy,452,25,463,16
ORG367,Gamma Insurance Inc,Insurance,Enterprise,11973,SYS367,LegacyDesktopApplication43,Desktop Application,12,Red Hat Linux 5,LDAP,HTTP,No,No,AES-128,Yes,No,8.62,Low,Low,1339082,2923,14.71,Low,Yes,GDPR,Basic,Comprehensive,16,Identity Proxy,966,6,320,242
ORG368,International Transportation Systems,Transportation,Large,6940,SYS368,LegacyFileServer4,File Server,11,Red Hat Linux 5,Certificate-based,FTP,No,No,AES-256,Yes,No,8.11,Low,High,3479260,1666,23.39,Low,Yes,GDPR,Basic,Moderate,11,Identity Proxy,471,48,313,56
ORG369,Beta Manufacturing Systems,Manufacturing,Medium,1291,SYS369,LegacyEmbeddedSystem27,Embedded System,21,AS/400,Local Accounts,JDBC,No,No,None,Yes,No,2.91,Very High,High,3146334,187,13.23,Critical,No,ISO 27001,None,None,25,Replacement Required,96,39,244,10
ORG370,National Manufacturing Group,Manufacturing,Enterprise,30301,SYS370,LegacyFileServer73,File Server,15,Windows Server 2012,Kerberos,ODBC,No,No,AES-256,Yes,No,7.88,Low,Medium,2226883,4935,18.96,Low,No,None,Advanced,Moderate,31,Identity Proxy,430,30,339,417
ORG371,Gamma Insurance Solutions,Insurance,Large,6720,SYS371,LegacyMainframe13,Mainframe,17,Red Hat Linux 5,Password-only,SOAP,No,No,TLS 1.0,Yes,No,4.73,High,Medium,2211897,1300,17.81,High,Yes,ISO 27001,Basic,Basic,11,Identity Proxy,346,425,251,73
ORG372,Delta Energy Solutions,Energy,Large,2358,SYS372,LegacyLegacyDatabase6,Legacy Database,7,Oracle Linux 6,LDAP,FTP,Yes,Yes,TLS 1.1,Yes,No,10.0,Low,High,4895475,1632,9.94,Low,Yes,ISO 27001,Advanced,Moderate,22,API Gateway,698,31,260,54
ORG373,United Insurance Inc,Insurance,Small,377,SYS373,LegacyERPSystem61,ERP System,11,Oracle Linux 6,Certificate-based,SSH,No,No,AES-128,Yes,No,7.41,Low,High,5074179,27,13.23,Low,Yes,GDPR,Basic,Comprehensive,20,Identity Proxy,434,10,310,1
