participant_id,age,industry,role,company_size,years_experience,work_location,primary_device,hours_worked_per_day,current_auth_method,daily_auth_count_current,avg_auth_time_seconds_current,zta_policy_tested,zta_auth_count_per_day,zta_interruptions_per_session,avg_auth_time_seconds,baseline_task_completion_seconds,actual_task_completion_seconds,productivity_impact_percent,time_spent_authenticating_daily_minutes,estimated_productivity_loss_minutes,frustration_score,perceived_security_score,willingness_to_use_score,workflow_disruption_score,overall_satisfaction_score,would_circumvent_security,authentication_failures,reported_errors_during_task,preferred_auth_frequency_hours,preferred_auth_methods,acceptable_for_production,felt_secure,would_recommend
P216,57,Manufacturing,Engineer,Large,3,Home,Laptop,7.8,Password+Email,3,13,Aggressive ZTA,57,26,19,300,805,100.0,18.05,466.51,9.35,8.11,3.69,7.94,1.13,No,1,0,1.0,"Email Link, Biometric, SSO",No,Yes,No
P216,57,Manufacturing,Engineer,Large,3,Home,Laptop,7.8,Password+Email,3,13,Adaptive ZTA,10,8,6,300,364,21.33,1.0,99.52,5.2,8.87,7.57,5.49,3.94,No,0,1,0.25,Password,No,Yes,Yes
P217,29,Education,Executive,Enterprise,7,Home,Tablet,7.7,LDAP,7,28,Aggressive ZTA,36,33,15,300,801,100.0,9.0,459.24,7.76,9.18,2.47,8.12,1.44,Yes,1,2,2.0,"Hardware Token, Mobile App, Email Link",No,Yes,No
P218,45,Insurance,Executive,Enterprise,1,Office,Desktop,7.8,Hardware Token,6,6,Adaptive ZTA,13,6,8,300,356,18.67,1.73,86.9,4.17,8.82,7.18,5.93,3.97,No,0,0,0.25,Mobile App,No,Yes,Yes
P218,45,Insurance,Executive,Enterprise,1,Office,Desktop,7.8,Hardware Token,6,6,Biometric ZTA,26,8,3,300,332,10.67,1.3,49.66,3.89,8.76,9.3,2.22,5.49,No,1,0,24.0,SSO,No,Yes,Yes
P219,52,Manufacturing,Executive,Large,29,Hybrid,Laptop,8.1,LDAP,2,10,Biometric ZTA,20,8,2,300,307,2.33,0.67,11.28,3.89,8.58,7.41,2.2,4.97,No,1,1,4.0,Biometric,No,Yes,Yes
P219,52,Manufacturing,Executive,Large,29,Hybrid,Laptop,8.1,LDAP,2,10,Adaptive ZTA,10,8,7,300,374,24.67,1.17,119.22,5.06,8.59,6.96,4.44,4.01,No,0,0,0.5,"Password, Mobile App, Email Link",No,Yes,No
P220,34,Healthcare,Engineer,Medium,7,Home,Laptop,9.8,Password+SMS,8,23,Traditional,8,2,23,300,338,12.67,3.07,74.82,2.52,5.7,7.1,3.24,4.26,No,0,0,0.25,"Hardware Token, Password",No,No,Yes
P221,29,Banking,Engineer,Large,8,Office,Desktop,9.1,LDAP,7,20,Adaptive ZTA,12,12,11,300,420,40.0,2.2,219.38,4.29,7.41,6.65,5.47,3.57,No,0,0,0.5,"Hardware Token, Biometric",No,Yes,No
P222,40,Government,Analyst,Large,8,Remote,Laptop,7.0,SSO,6,26,Adaptive ZTA,14,8,11,300,395,31.67,2.57,133.59,5.21,7.51,6.29,3.18,3.85,No,0,1,2.0,"Password, Email Link",No,Yes,No
P223,24,Banking,Support,Large,2,Hybrid,Desktop,9.9,SSO,5,26,Aggressive ZTA,38,30,16,300,791,100.0,10.13,594.25,9.79,9.76,1.4,7.95,1.0,Yes,1,1,0.25,"Biometric, Hardware Token",No,Yes,No
P224,53,Government,Executive,Enterprise,19,Hybrid,Mobile,8.3,SSO,6,29,Adaptive ZTA,15,7,12,300,367,22.33,3.0,111.32,3.57,7.11,6.55,4.41,3.92,No,0,0,2.0,SSO,No,Yes,No
P225,24,Insurance,Executive,Enterprise,3,Office,Desktop,7.4,Password+SMS,5,20,Aggressive ZTA,57,34,10,300,630,100.0,9.5,442.26,9.25,9.65,2.69,8.99,1.02,No,2,0,24.0,"Hardware Token, SSO, Biometric",No,Yes,No
P226,37,Insurance,Admin,Enterprise,1,Office,Tablet,8.1,SSO,7,26,Adaptive ZTA,10,5,6,300,339,13.0,1.0,63.34,5.49,8.32,7.36,5.87,3.58,No,0,0,0.25,"Password, SSO, Mobile App",No,Yes,Yes
P227,58,Tech,Analyst,Enterprise,19,Office,Tablet,7.3,SSO,8,6,Aggressive ZTA,60,49,14,300,971,100.0,14.0,436.66,7.06,8.42,2.17,8.21,1.33,Yes,0,2,1.0,"SSO, Mobile App",No,Yes,No
P227,58,Tech,Analyst,Enterprise,19,Office,Tablet,7.3,SSO,8,6,Traditional,8,3,6,300,336,12.0,0.8,52.4,2.26,5.33,8.66,3.03,4.68,No,0,0,2.0,"Mobile App, Password",No,No,Yes
P228,60,Manufacturing,Admin,Large,24,Remote,Laptop,7.1,Biometric,3,18,Biometric ZTA,27,7,3,300,332,10.67,1.35,45.58,3.58,8.29,7.25,2.4,4.89,No,1,0,1.0,Hardware Token,No,Yes,Yes
P228,60,Manufacturing,Admin,Large,24,Remote,Laptop,7.1,Biometric,3,18,Adaptive ZTA,12,8,11,300,386,28.67,2.2,122.49,4.71,8.1,8.75,4.54,4.4,No,0,1,0.25,"Email Link, Password",No,Yes,Yes
P229,38,Education,Support,Large,17,Remote,Desktop,9.4,Password-only,2,28,Traditional,2,2,28,300,355,18.33,0.93,102.94,2.63,5.45,8.51,2.9,4.61,No,0,0,24.0,Hardware Token,No,No,Yes
P229,38,Education,Support,Large,17,Remote,Desktop,9.4,Password-only,2,28,Biometric ZTA,25,2,4,300,294,-2.0,1.67,-11.23,3.3,7.04,8.18,1.04,5.22,No,1,0,8.0,"Email Link, Password",No,Yes,Yes
P230,53,Government,Executive,Large,26,Home,Desktop,7.0,LDAP,4,7,Traditional,4,3,7,300,313,4.33,0.47,18.31,3.72,4.42,8.3,3.3,3.92,No,0,0,0.25,"SSO, Hardware Token",No,No,Yes
P231,52,Manufacturing,Developer,Small,29,Remote,Tablet,8.4,Password+Email,7,27,Aggressive ZTA,39,43,14,300,885,100.0,9.1,504.87,8.0,8.21,3.54,8.3,1.36,Yes,1,3,0.25,"SSO, Email Link",No,Yes,No
P231,52,Manufacturing,Developer,Small,29,Remote,Tablet,8.4,Password+Email,7,27,Traditional,7,3,27,300,398,32.67,3.15,164.92,3.45,5.87,8.81,3.74,4.37,No,0,0,4.0,SSO,No,No,Yes
P232,58,Education,Admin,Medium,27,Hybrid,Tablet,9.1,Password+SMS,2,20,Aggressive ZTA,39,48,11,300,838,100.0,7.15,545.55,8.03,8.46,1.66,9.73,1.0,Yes,0,7,1.0,"Email Link, SSO, Password",No,Yes,No
P233,65,Education,Specialist,Large,11,Office,Tablet,7.4,Biometric,3,14,Aggressive ZTA,49,40,9,300,666,100.0,7.35,443.24,9.83,8.99,1.7,8.67,1.0,Yes,1,2,1.0,"Hardware Token, Email Link, Biometric",No,Yes,No
P234,26,Education,Engineer,Small,2,Remote,Mobile,10.0,Password-only,6,12,Traditional,6,2,12,300,313,4.33,1.2,25.95,3.71,5.75,8.21,2.21,4.51,No,0,0,24.0,"Biometric, Email Link",No,No,Yes
P234,26,Education,Engineer,Small,2,Remote,Mobile,10.0,Password-only,6,12,Adaptive ZTA,9,5,6,300,320,6.67,0.9,39.92,4.89,8.74,8.73,3.47,4.78,No,0,0,24.0,"SSO, Biometric, Hardware Token",No,Yes,Yes
P235,63,Education,Executive,Enterprise,8,Remote,Laptop,7.7,LDAP,3,19,Adaptive ZTA,10,6,9,300,357,19.0,1.5,88.19,5.15,7.83,7.89,3.74,4.21,No,0,0,0.5,"SSO, Email Link",No,Yes,Yes
P235,63,Education,Executive,Enterprise,8,Remote,Laptop,7.7,LDAP,3,19,Aggressive ZTA,58,39,16,300,927,100.0,15.47,464.16,9.83,8.89,3.31,9.15,1.0,Yes,0,0,1.0,"SSO, Hardware Token",No,Yes,No
P236,49,Banking,Engineer,Large,22,Office,Mobile,8.3,Hardware Token,3,23,Adaptive ZTA,8,9,7,300,368,22.67,0.93,112.31,4.34,7.41,7.63,5.37,3.83,No,0,1,24.0,"SSO, Hardware Token, Mobile App",No,Yes,Yes
P236,49,Banking,Engineer,Large,22,Office,Mobile,8.3,Hardware Token,3,23,Aggressive ZTA,32,26,16,300,717,100.0,8.53,495.47,8.17,9.44,3.64,8.56,1.59,Yes,0,1,4.0,"Mobile App, Password, Email Link",No,Yes,No
P237,62,Tech,Developer,Small,35,Hybrid,Tablet,10.0,Biometric,4,12,Traditional,4,2,12,300,320,6.67,0.8,39.84,3.25,4.71,7.1,3.3,3.81,No,0,0,1.0,"Email Link, Biometric, SSO",No,No,Yes
P238,43,Retail,Analyst,Medium,10,Home,Tablet,8.6,Hardware Token,8,27,Traditional,8,2,27,300,367,22.33,3.6,114.69,3.16,5.65,7.72,2.2,4.5,No,0,0,0.25,Biometric,No,No,Yes
P239,49,Tech,Specialist,Medium,3,Remote,Tablet,9.6,SSO,7,21,Biometric ZTA,35,7,5,300,325,8.33,2.92,48.08,2.43,7.25,9.13,1.39,5.64,No,0,0,2.0,"Biometric, Hardware Token",No,Yes,Yes
P239,49,Tech,Specialist,Medium,3,Remote,Tablet,9.6,SSO,7,21,Aggressive ZTA,60,42,13,300,833,100.0,13.0,576.96,8.8,8.82,1.36,8.72,1.0,No,0,1,1.0,"Mobile App, Email Link",No,Yes,No
P240,40,Insurance,Developer,Large,5,Office,Mobile,9.7,LDAP,6,18,Aggressive ZTA,56,48,15,300,1000,100.0,14.0,580.03,7.37,8.7,3.61,8.25,1.67,Yes,1,7,24.0,"SSO, Password",No,Yes,No
P241,30,Tech,Specialist,Large,8,Hybrid,Laptop,9.4,Password+Email,8,28,Biometric ZTA,32,4,2,300,316,5.33,1.07,30.08,4.21,8.29,9.6,3.12,5.14,No,0,0,8.0,"Biometric, Hardware Token, Email Link",No,Yes,Yes
P241,30,Tech,Specialist,Large,8,Hybrid,Laptop,9.4,Password+Email,8,28,Traditional,8,3,28,300,397,32.33,3.73,182.35,2.38,4.95,8.79,2.24,4.78,No,0,0,1.0,Hardware Token,No,No,Yes
P242,59,Insurance,Admin,Enterprise,21,Remote,Laptop,8.0,Password+SMS,6,6,Biometric ZTA,20,8,4,300,336,12.0,1.33,57.74,2.77,7.23,7.3,1.5,5.06,No,0,0,1.0,Hardware Token,No,Yes,Yes
P243,41,Manufacturing,Manager,Small,11,Office,Mobile,8.2,Password+Email,2,27,Aggressive ZTA,58,35,12,300,724,100.0,11.6,490.19,9.82,9.8,1.16,7.72,1.0,Yes,1,1,4.0,"SSO, Biometric, Mobile App",No,Yes,No
P243,41,Manufacturing,Manager,Small,11,Office,Mobile,8.2,Password+Email,2,27,Biometric ZTA,21,4,5,300,335,11.67,1.75,57.19,3.22,7.97,8.22,1.7,5.32,No,1,0,4.0,"Email Link, Biometric, Hardware Token",No,Yes,Yes
P244,57,Tech,Support,Large,29,Home,Desktop,8.1,Password-only,8,25,Aggressive ZTA,47,38,16,300,916,100.0,12.53,487.19,7.13,9.63,3.88,8.86,1.88,Yes,0,1,0.25,"Mobile App, Password",No,Yes,No
P245,38,Manufacturing,Executive,Enterprise,7,Hybrid,Laptop,7.5,Biometric,8,21,Adaptive ZTA,9,11,6,300,354,18.0,0.9,80.83,5.18,9.0,8.63,3.63,4.71,No,0,1,8.0,"Email Link, SSO",No,Yes,Yes
P246,39,Retail,Executive,Medium,15,Home,Laptop,8.8,Biometric,4,5,Traditional,4,3,5,300,306,2.0,0.33,10.59,2.83,5.79,8.41,3.52,4.46,No,0,0,4.0,Email Link,No,No,Yes
P247,50,Healthcare,Executive,Enterprise,13,Remote,Desktop,9.5,LDAP,6,16,Traditional,6,2,16,300,335,11.67,1.6,66.62,3.87,4.89,7.44,2.04,4.11,No,0,0,0.5,Password,No,No,Yes
P248,62,Government,Analyst,Medium,32,Remote,Desktop,7.0,SSO,2,13,Traditional,2,3,13,300,351,17.0,0.43,71.62,2.99,5.1,8.32,3.13,4.33,No,0,0,4.0,Email Link,No,No,Yes
P248,62,Government,Analyst,Medium,32,Remote,Desktop,7.0,SSO,2,13,Aggressive ZTA,32,29,12,300,664,100.0,6.4,421.28,9.57,9.76,3.19,7.82,1.39,Yes,1,0,8.0,"SSO, Biometric, Email Link",No,Yes,No
P249,63,Banking,Executive,Medium,27,Remote,Tablet,8.1,SSO,2,26,Aggressive ZTA,31,33,14,300,776,100.0,7.23,485.06,8.35,8.01,1.58,7.25,1.0,Yes,0,0,8.0,"Biometric, Hardware Token",No,Yes,No
P250,34,Tech,Executive,Medium,11,Remote,Tablet,9.4,Hardware Token,2,5,Adaptive ZTA,9,12,8,300,397,32.33,1.2,182.83,5.5,8.64,7.56,3.71,4.25,No,0,0,24.0,Email Link,No,Yes,Yes
P250,34,Tech,Executive,Medium,11,Remote,Tablet,9.4,Hardware Token,2,5,Traditional,2,2,5,300,327,9.0,0.17,50.89,2.25,5.95,8.83,2.75,4.94,No,0,0,0.25,"Biometric, Mobile App",No,No,Yes
P251,61,Manufacturing,Admin,Small,4,Remote,Tablet,7.3,Biometric,2,14,Aggressive ZTA,55,46,17,300,1062,100.0,15.58,437.25,8.36,8.93,2.28,8.86,1.0,No,2,5,24.0,SSO,No,Yes,No
P251,61,Manufacturing,Admin,Small,4,Remote,Tablet,7.3,Biometric,2,14,Adaptive ZTA,13,8,6,300,334,11.33,1.3,49.55,3.04,8.43,7.78,5.52,4.41,No,0,0,1.0,"SSO, Password",No,Yes,Yes
P252,50,Tech,Analyst,Small,2,Remote,Mobile,7.9,Password-only,3,14,Aggressive ZTA,45,34,17,300,879,100.0,12.75,476.01,7.87,9.94,2.55,8.97,1.41,No,2,1,24.0,"Biometric, SSO, Mobile App",No,Yes,No
P253,34,Retail,Analyst,Large,6,Remote,Mobile,9.6,Password+Email,7,20,Adaptive ZTA,13,7,6,300,351,17.0,1.3,97.47,5.63,8.82,7.49,5.76,3.73,No,0,0,2.0,"Hardware Token, Email Link, SSO",No,Yes,Yes
P253,34,Retail,Analyst,Large,6,Remote,Mobile,9.6,Password+Email,7,20,Aggressive ZTA,53,49,13,300,941,100.0,11.48,573.36,7.62,8.37,3.97,8.09,1.66,No,2,0,0.25,Mobile App,No,Yes,No
P254,50,Retail,Executive,Small,1,Home,Desktop,9.7,Password+Email,3,14,Adaptive ZTA,11,7,8,300,337,12.33,1.47,71.46,3.53,7.52,6.3,5.49,3.7,No,0,0,8.0,Mobile App,No,Yes,No
P255,35,Government,Specialist,Medium,13,Remote,Laptop,7.4,SSO,7,10,Aggressive ZTA,36,42,14,300,891,100.0,8.4,441.33,7.95,8.86,2.91,9.76,1.01,Yes,0,4,24.0,"Mobile App, Hardware Token, Email Link",No,Yes,No
P256,37,Banking,Support,Enterprise,16,Remote,Laptop,7.5,Password+Email,7,7,Adaptive ZTA,15,7,10,300,373,24.33,2.5,109.53,4.58,7.97,8.87,4.42,4.46,No,0,1,0.5,Hardware Token,No,Yes,Yes
P256,37,Banking,Support,Enterprise,16,Remote,Laptop,7.5,Password+Email,7,7,Aggressive ZTA,44,32,14,300,741,100.0,10.27,450.14,7.92,9.78,2.71,9.81,1.19,Yes,0,4,0.5,Mobile App,No,Yes,No
P257,50,Education,Analyst,Large,15,Remote,Tablet,8.4,Biometric,6,15,Adaptive ZTA,13,9,11,300,380,26.67,2.38,134.44,3.54,7.47,7.94,4.08,4.45,No,0,0,24.0,"Password, Email Link, Biometric",No,Yes,Yes
P257,50,Education,Analyst,Large,15,Remote,Tablet,8.4,Biometric,6,15,Aggressive ZTA,55,33,11,300,649,100.0,10.08,504.16,7.36,8.72,2.64,8.0,1.5,Yes,1,2,8.0,"Mobile App, Hardware Token, Password",No,Yes,No
P258,56,Government,Developer,Large,19,Remote,Tablet,9.5,LDAP,4,30,Biometric ZTA,40,6,3,300,323,7.67,2.0,43.54,2.68,8.45,7.63,1.7,5.42,No,2,0,24.0,"Mobile App, Biometric",No,Yes,Yes
P259,42,Retail,Engineer,Large,14,Office,Mobile,7.4,Password+Email,5,19,Adaptive ZTA,8,12,10,300,421,40.33,1.33,179.49,3.68,7.85,8.26,5.29,4.29,No,0,1,4.0,Password,No,Yes,Yes
P260,24,Tech,Manager,Enterprise,2,Remote,Tablet,7.6,Biometric,7,30,Traditional,7,2,30,300,352,17.33,3.5,79.17,2.95,4.66,8.92,3.28,4.34,No,0,0,0.5,Email Link,No,No,Yes
P260,24,Tech,Manager,Enterprise,2,Remote,Tablet,7.6,Biometric,7,30,Adaptive ZTA,10,5,12,300,341,13.67,2.0,62.42,3.56,7.14,8.89,3.85,4.65,No,0,0,8.0,"Biometric, SSO, Email Link",No,Yes,Yes
P261,45,Banking,Manager,Medium,14,Home,Tablet,8.4,Password+SMS,3,8,Biometric ZTA,26,3,3,300,308,2.67,1.3,13.5,3.3,8.42,8.42,2.81,5.18,No,0,0,4.0,"Email Link, SSO, Mobile App",No,Yes,Yes
P262,34,Banking,Manager,Medium,7,Hybrid,Tablet,8.4,Biometric,8,12,Traditional,8,2,12,300,333,11.0,1.6,55.31,2.69,5.69,8.58,2.78,4.7,No,0,0,0.5,Password,No,No,Yes
P263,49,Insurance,Engineer,Enterprise,6,Remote,Laptop,7.7,Hardware Token,6,8,Adaptive ZTA,12,6,8,300,359,19.67,1.6,91.09,4.23,8.52,6.36,4.11,4.14,No,0,0,2.0,"Hardware Token, Mobile App",No,Yes,No
P264,35,Banking,Specialist,Small,11,Remote,Tablet,8.0,Hardware Token,7,28,Aggressive ZTA,31,25,12,300,587,95.67,6.2,460.98,9.13,8.27,3.01,8.39,1.0,Yes,0,0,8.0,"Hardware Token, SSO",No,Yes,No
P264,35,Banking,Specialist,Small,11,Remote,Tablet,8.0,Hardware Token,7,28,Biometric ZTA,28,8,3,300,314,4.67,1.4,22.49,4.52,8.21,7.53,1.37,4.96,No,0,1,0.25,"Biometric, Mobile App, Hardware Token",No,Yes,Yes
P265,50,Education,Manager,Medium,2,Remote,Laptop,9.5,Hardware Token,6,11,Biometric ZTA,29,5,2,300,328,9.33,0.97,53.25,2.01,8.54,9.3,3.79,5.51,No,0,0,0.5,Biometric,No,Yes,Yes
P266,48,Banking,Developer,Medium,7,Home,Laptop,9.4,Hardware Token,7,7,Aggressive ZTA,31,38,16,300,894,100.0,8.27,563.45,9.45,8.65,2.88,8.87,1.0,Yes,1,3,0.25,Hardware Token,No,Yes,No
P267,28,Education,Executive,Medium,4,Remote,Desktop,8.4,Hardware Token,4,5,Adaptive ZTA,13,5,6,300,323,7.67,1.3,38.53,4.23,8.54,7.5,5.97,3.96,No,0,0,0.25,"Mobile App, SSO, Hardware Token",No,Yes,Yes
P268,43,Tech,Executive,Enterprise,22,Office,Tablet,8.1,Password+SMS,2,15,Traditional,2,1,15,300,296,-1.33,0.5,-6.52,3.23,5.79,7.62,3.48,4.18,No,0,0,0.25,Mobile App,No,No,Yes
P269,53,Government,Analyst,Medium,14,Remote,Mobile,7.4,Hardware Token,2,12,Traditional,2,2,12,300,322,7.33,0.4,32.57,3.5,4.46,8.47,2.69,4.18,No,0,0,8.0,Email Link,No,No,Yes
P269,53,Government,Analyst,Medium,14,Remote,Mobile,7.4,Hardware Token,2,12,Adaptive ZTA,11,11,10,300,401,33.67,1.83,149.54,4.33,7.01,8.61,3.21,4.52,No,0,0,8.0,Hardware Token,No,Yes,Yes
P270,30,Healthcare,Manager,Large,4,Remote,Tablet,7.9,Password+Email,6,7,Aggressive ZTA,43,30,17,300,805,100.0,12.18,476.06,7.91,9.15,3.9,7.6,1.89,Yes,0,3,1.0,"SSO, Hardware Token",No,Yes,No
P271,52,Insurance,Engineer,Large,24,Remote,Laptop,9.3,Password+SMS,8,9,Traditional,8,3,9,300,341,13.67,1.2,76.14,2.31,5.45,7.51,2.93,4.43,No,0,0,2.0,"Password, SSO, Biometric",No,No,Yes
P271,52,Insurance,Engineer,Large,24,Remote,Laptop,9.3,Password+SMS,8,9,Aggressive ZTA,40,29,19,300,861,100.0,12.67,557.15,7.59,9.83,1.01,9.58,1.0,Yes,1,2,2.0,"SSO, Mobile App",No,Yes,No
P272,46,Insurance,Support,Large,19,Office,Tablet,9.8,Password-only,5,6,Aggressive ZTA,54,38,12,300,758,100.0,10.8,587.78,8.53,8.98,3.07,9.09,1.11,Yes,2,3,0.5,SSO,No,Yes,No
P273,24,Education,Developer,Large,3,Remote,Desktop,7.8,Password+Email,4,24,Traditional,4,1,24,300,309,3.0,1.6,13.97,3.29,5.83,7.8,3.17,4.29,No,0,0,2.0,SSO,No,No,Yes
P274,38,Government,Engineer,Large,14,Office,Mobile,9.4,LDAP,7,7,Aggressive ZTA,42,47,12,300,844,100.0,8.4,566.56,9.96,9.63,1.0,7.21,1.0,Yes,2,6,1.0,"SSO, Hardware Token, Password",No,Yes,No
P274,38,Government,Engineer,Large,14,Office,Mobile,9.4,LDAP,7,7,Adaptive ZTA,13,7,7,300,341,13.67,1.52,77.43,4.46,8.01,6.33,4.7,3.79,No,0,0,0.5,Email Link,No,Yes,No
P275,33,Retail,Support,Enterprise,7,Office,Desktop,7.2,Password+SMS,7,24,Biometric ZTA,23,4,2,300,309,3.0,0.77,13.03,2.09,7.47,8.46,3.28,5.14,No,0,0,1.0,Email Link,No,Yes,Yes
P276,59,Banking,Admin,Medium,1,Hybrid,Tablet,8.4,Password+SMS,6,21,Biometric ZTA,31,7,4,300,328,9.33,2.07,47.15,4.45,8.88,9.0,2.14,5.32,No,1,0,24.0,"Biometric, Email Link",No,Yes,Yes
P276,59,Banking,Admin,Medium,1,Hybrid,Tablet,8.4,Password+SMS,6,21,Aggressive ZTA,44,47,14,300,946,100.0,10.27,505.18,7.08,8.25,2.59,9.85,1.0,Yes,1,3,2.0,"Email Link, SSO, Password",No,Yes,No
P277,64,Retail,Developer,Enterprise,21,Office,Mobile,9.0,Password-only,7,16,Biometric ZTA,32,7,2,300,316,5.33,1.07,28.91,3.28,8.86,9.79,3.96,5.35,No,1,0,1.0,"Hardware Token, Email Link, Biometric",No,Yes,Yes
P278,30,Insurance,Admin,Medium,9,Remote,Laptop,8.4,LDAP,5,10,Aggressive ZTA,36,30,20,300,885,100.0,12.0,506.79,7.32,9.99,1.09,9.79,1.0,Yes,1,3,0.5,"Mobile App, SSO, Biometric",No,Yes,No
P279,64,Tech,Specialist,Small,22,Office,Mobile,8.1,LDAP,3,23,Biometric ZTA,27,4,2,300,306,2.0,0.9,9.76,2.26,7.18,9.22,3.81,5.08,No,1,0,0.5,"SSO, Password",No,Yes,Yes
P279,64,Tech,Specialist,Small,22,Office,Mobile,8.1,LDAP,3,23,Traditional,3,3,23,300,349,16.33,1.15,79.68,2.62,5.18,7.38,2.78,4.29,No,0,0,24.0,"Email Link, Hardware Token",No,No,Yes
P280,55,Retail,Admin,Medium,30,Home,Tablet,9.0,SSO,3,14,Adaptive ZTA,10,5,10,300,349,16.33,1.67,88.59,4.51,8.38,6.82,5.54,3.79,No,0,0,2.0,"Email Link, SSO",No,Yes,No
P281,25,Education,Manager,Enterprise,2,Home,Laptop,9.8,LDAP,7,30,Biometric ZTA,32,4,3,300,293,-2.33,1.6,-13.68,3.64,7.67,9.03,3.97,4.77,No,1,0,0.25,"Email Link, Mobile App, Password",No,Yes,Yes
P282,34,Manufacturing,Admin,Small,13,Office,Mobile,8.4,LDAP,6,30,Aggressive ZTA,44,47,15,300,1003,100.0,11.0,502.36,9.69,8.42,3.41,7.59,1.14,Yes,2,5,24.0,"Biometric, Hardware Token, SSO",No,Yes,No
P283,49,Tech,Developer,Small,16,Hybrid,Tablet,9.9,Password+Email,2,8,Aggressive ZTA,33,32,14,300,759,100.0,7.7,594.55,7.91,9.19,1.52,9.24,1.0,Yes,1,0,24.0,"SSO, Mobile App, Email Link",No,Yes,No
P283,49,Tech,Developer,Small,16,Hybrid,Tablet,9.9,Password+Email,2,8,Traditional,2,2,8,300,296,-1.33,0.27,-7.93,2.24,4.17,7.98,3.34,4.14,No,0,0,4.0,"Password, SSO, Mobile App",No,No,Yes
P284,28,Tech,Engineer,Large,6,Home,Laptop,8.0,Hardware Token,5,14,Biometric ZTA,20,5,5,300,309,3.0,1.67,14.36,3.56,8.17,9.14,3.37,5.1,No,0,0,8.0,Hardware Token,No,Yes,Yes
P285,60,Tech,Developer,Large,21,Home,Desktop,7.3,Password-only,2,9,Traditional,2,1,9,300,321,7.0,0.3,30.51,2.6,5.93,7.34,3.95,4.18,No,0,0,1.0,Password,No,No,Yes
P285,60,Tech,Developer,Large,21,Home,Desktop,7.3,Password-only,2,9,Biometric ZTA,29,7,5,300,323,7.67,2.42,33.41,3.73,8.39,8.57,3.96,4.82,No,0,1,8.0,Email Link,No,Yes,Yes
P286,24,Retail,Developer,Medium,2,Home,Desktop,8.8,LDAP,8,11,Aggressive ZTA,49,38,9,300,657,100.0,7.35,526.52,7.76,8.76,3.71,8.2,1.63,No,2,2,2.0,"Hardware Token, Password, Email Link",No,Yes,No
P286,24,Retail,Developer,Medium,2,Home,Desktop,8.8,LDAP,8,11,Adaptive ZTA,9,9,8,300,375,25.0,1.2,131.63,4.69,8.3,7.53,3.49,4.41,No,0,0,24.0,"SSO, Biometric",No,Yes,Yes
P287,60,Retail,Admin,Medium,35,Remote,Laptop,8.0,Password-only,7,22,Adaptive ZTA,13,9,7,300,357,19.0,1.52,91.06,3.82,7.2,8.94,3.67,4.66,No,0,0,0.5,"Email Link, Mobile App, SSO",No,Yes,Yes
P288,28,Education,Support,Large,5,Hybrid,Tablet,7.5,Password-only,2,10,Biometric ZTA,24,4,2,300,320,6.67,0.8,30.17,4.14,8.32,7.43,2.7,4.73,No,0,0,8.0,"Mobile App, Hardware Token, SSO",No,Yes,Yes
P288,28,Education,Support,Large,5,Hybrid,Tablet,7.5,Password-only,2,10,Adaptive ZTA,15,7,12,300,386,28.67,3.0,129.72,5.4,8.0,6.83,4.28,3.79,No,0,0,8.0,Mobile App,No,Yes,No
P289,48,Education,Admin,Large,3,Home,Laptop,7.3,Hardware Token,3,7,Biometric ZTA,33,7,3,300,331,10.33,1.65,44.97,3.49,8.37,9.03,2.6,5.33,No,1,0,0.25,"Hardware Token, Biometric, SSO",No,Yes,Yes
P289,48,Education,Admin,Large,3,Home,Laptop,7.3,Hardware Token,3,7,Traditional,3,3,7,300,335,11.67,0.35,50.78,3.5,4.49,8.48,3.9,3.89,No,0,0,0.5,"Password, Hardware Token, Email Link",No,No,Yes
P290,26,Education,Manager,Large,1,Home,Mobile,9.9,Password+SMS,5,17,Aggressive ZTA,57,49,9,300,739,100.0,8.55,594.55,7.9,8.59,1.64,9.21,1.0,Yes,1,3,8.0,"Biometric, SSO, Password",No,Yes,No
P290,26,Education,Manager,Large,1,Home,Mobile,9.9,Password+SMS,5,17,Adaptive ZTA,8,10,5,300,369,23.0,0.67,136.75,4.38,7.6,6.32,4.05,3.87,No,0,0,1.0,Biometric,No,Yes,No
P291,49,Insurance,Analyst,Small,17,Remote,Laptop,7.5,Password+Email,5,8,Aggressive ZTA,42,36,12,300,735,100.0,8.4,448.01,8.29,8.36,3.43,7.33,1.55,Yes,0,3,0.5,"Email Link, SSO",No,Yes,No
P291,49,Insurance,Analyst,Small,17,Remote,Laptop,7.5,Password+Email,5,8,Biometric ZTA,20,4,3,300,299,-0.33,1.0,-1.49,2.57,7.08,8.18,3.23,4.87,No,0,0,8.0,SSO,No,Yes,Yes
P292,64,Government,Admin,Medium,36,Home,Mobile,9.3,Password+SMS,8,26,Biometric ZTA,23,2,2,300,292,-2.67,0.77,-14.81,2.47,8.0,9.3,1.71,5.78,No,1,0,4.0,"Biometric, SSO, Password",No,Yes,Yes
P292,64,Government,Admin,Medium,36,Home,Mobile,9.3,Password+SMS,8,26,Traditional,8,2,26,300,350,16.67,3.47,92.53,2.97,5.52,7.5,2.3,4.44,No,0,0,1.0,Mobile App,No,No,Yes
